"Compound name","Smiles","logkp (cm/s)","skin donor type","skin source site","used layer","skin preparation","storage temperature (°C)","storage duration (days)","neat","donor/skin surface temperature (°C)","donor pH","donor type","acceptor temperature (°C)","acceptor pH","acceptor type","cell type","flux","notes","reference","DOI"
"Thymol","Cc1ccc(c(c1)O)C(C)C","-4.86","Abdominoplasty","abdomen","epidermis","heat separation","-20","","0","","","","37","","","Glass diffusion cell","","","Chantasart, 2010","10.1007/s11095-010-0181-z"
"Thymol","Cc1ccc(c(c1)O)C(C)C","-4.834","Cadaver","abdomen","epidermis","exposure to ammonia fumes","","","0","25","","","25","","","Pyrex cell","","","Roberts, 1977","10.1111/j.2042-7158.1977.tb11434.x"
"Thymol","Cc1ccc(c(c1)O)C(C)C","-4.77","Abdominoplasty","abdomen","epidermis","heat separation","-20","90","0","32","7.4","PBS","32","","PBS with ethanol","Franz cell","","","Zhang, 2009","10.1007/s11095-009-9912-4"
"Toluene","Cc1ccccc1","-3.637","Abdominoplasty","abdomen","stratum corneum","trypsinisation","","","0","","4","Succinate solution","","","","Flow through cell","","","Anderson, 1989","10.1111/1523-1747.ep12277592"
"Triamcinolone","OCC(=O)[C@@]1(O)[C@H](O)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F","-8.956","","abdomen","dermis","heat separation","-20","","0","25","","","25","","","Glass diffusion cell","","kp value obtained using steady-state model I reported in publication","Siddiqui, 1989","10.1007/bf01061455"
"Triamcinolone acetonide","OCC(=O)[C@@]12OC(O[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@]2([C@H]1CCC1=CC(=O)C=C[C@]21C)F)(C)C","-8.251","","abdomen","dermis","heat separation","-20","","0","25","","","25","","","Glass diffusion cell","","kp value obtained using steady-state model I reported in publication","Siddiqui, 1989","10.1007/bf01061455"
"Trichloroacetic acid","OC(=O)C(Cl)(Cl)Cl","-6.278","Mammaplasty","breast","epidermis, dermis","dermatomed 250-280um","-20","","1","40","7","Water","37","7.4","","Glass diffusion cell","","","Xu, 2002","10.1006/taap.2002.9494"
"Trichloroacetonitrile","N#CC(Cl)(Cl)Cl","-4.604","Cadaver","torso","epidermis, dermis","dermatomed 250-280um","-20","","0","37","","Water","37","7.4","PBS","Glass diffusion cell","","","Trabaris, 2012","10.1002/jat.1657"
"Triclosan","Clc1ccc(c(c1)O)Oc1ccc(cc1Cl)Cl","-7.269","Abdominoplasty or mammaplasty","abdomen, breast","epidermis, dermis","dermatomed 230um","","","0","","","Ethanol/Water (9:1, v/v)","32","7.3","Eagle Minimal Essential Medium with Earle's salt, sodium bicarbonate and gentamicin","Flow through cell","Jss= 12.5 umol/(cm^2*h); c=64.5mM","","Moss, 2000","10.1016/S0278-6915(99)00164-7"
"Triglycol nicotinate","OCCOCCOCCOC(=O)c1cccnc1","-8.561","Abdominoplasty or mammaplasty","abdomen, breast","epidermis","heat separation","4","","0","37","7.4","","37","","PBS","Franz cell","Jss= 0.99 ug/(cm^2*h); c=100mg/m","","Dalpozzo, 1991","10.1002/jps.2600800114"
"Trimethylamine","CN(C)C","-7.284","Abdominoplasty","abdomen","epidermis, dermis","fat removed","-20","","0","32","","","32","7.3","Hanks balanced salt solution","Flow through cell","","","Kenyon, 2004","10.1016/j.fct.2004.05.007"
"Urea","NC(=O)N","-7.386","Cadaver","","stratum corneum","heat separation","4","2","0","","","","37","7.1","Dulbecco PBS","Franz cell","","also stored at -70 deg. C","Barber, 1992","10.1016/0272-0590(92)90086-W"
"Urea","NC(=O)N","-7.317","","","epidermis","heat separation","","","0","37","7.5","PBS with sodium azide","37","7.5","PBS with sodium azide","Glass diffusion cell","","dual permeation study: urea and mannitol","Peck, 1994","10.1023/A:1018998529283"
"Water","O","-6.438","Amputated limb","thigh, leg","epidermis, dermis","dermatomed 380um","-20","1","0","","7","PBS","","7","PBS","Glass diffusion cell","","kp as mean of 4 values","Astley, 1976","10.1002/jps.2600650210"
"Water","O","-6.606","Amputated limb","thigh, leg","epidermis, dermis","dermatomed 380um","-20","30","0","","7","PBS","","7","PBS","Glass diffusion cell","","kp as mean of 4 values","Astley, 1976","10.1002/jps.2600650210"
"Water","O","-6.323","Amputated limb","thigh, leg","epidermis, dermis","dermatomed 380um","-20","90","0","","7","PBS","","7","PBS","Glass diffusion cell","","kp as mean of 4 values","Astley, 1976","10.1002/jps.2600650210"
"Water","O","-6.502","Amputated limb","thigh, leg","epidermis, dermis","dermatomed 380um","-20","180","0","","7","PBS","","7","PBS","Glass diffusion cell","","kp as mean of 4 values","Astley, 1976","10.1002/jps.2600650210"
"Water","O","-6.363","Cadaver","","stratum corneum","heat separation","4","2","0","","","","","7.1","Dulbecco PBS","Franz cell","","also stored at -70 deg. C","Barber, 1992","10.1016/0272-0590(92)90086-W"
"Water","O","-7.079","Cadaver","","epidermis","heat separation","4","14","0","","","PBS","","","PBS","Franz cell","","","Mitragotri, 1996","10.1023/A:1016096626810"
"Water","O","-5.41","Surgery","scalp","epidermis, dermis","dermatomed 420um, hydrated 0.25d","-20","210","0","31","","","31","","Sodium azide","","","0.25 day experiment","Bond, 1988","10.1111/1523-1747.ep12460958"
"Water","O","-6.41","Cadaver","abdomen","epidermis, dermis","dermatomed 420um","-20","210","0","31","","","31","","Sodium azide","","","initial permeability study result","Bond, 1988","10.1111/1523-1747.ep12460958"
"Water","O","-6.597","Cadaver","abdomen","epidermis","heat separation","","","0","32","","NaCl solution","32","","NaCl solution","Flow through cell","","","Clowes, 1994","10.1016/0887-2333(94)90078-7"
"Water","O","-6.707","Cadaver","abdomen","epidermis, dermis","dermatomed 130um","","4","0","32","","NaCl solution","33","","NaCl solution","Flow through cell","","","Clowes, 1994","10.1016/0887-2333(94)90078-7"
"Water","O","-6.429","Cadaver","abdomen","epidermis, dermis","dermatomed 420um","-24","","0","31","","Water","31","","Sodium azide","Flow through cell","","","Rigg, 1990","10.1111/1523-1747.ep12874561"
"Water","O","-5.24","Surgery","scalp","epidermis, dermis","dermatomed 420um, hydrated 10d","-20","210","0","31","","","31","","Sodium azide","","","10 day experiment","Bond, 1988","10.1111/1523-1747.ep12460958"
"Water","O","-6.426","Cadaver","abdomen","epidermis, dermis","dermatomed 420um, hydrated 1.75d","-20","210","0","31","","","31","","Sodium azide","","","1.74 day experiment","Bond, 1988","10.1111/1523-1747.ep12460958"
"Water","O","-6.751","Cadaver","abdomen","","","7","4","0","30","","","30","","","","","","Scott, 1990","10.1111/1523-1747.ep12475447"
"Water","O","-6.588","","abdomen","stratum corneum","heat separation","-70","","0","","","","30","7.1","Dulbecco PBS with penicillin, streptomycin and amphotericin","Franz cell","","","Barber, 1995","10.1016/0378-4274(95)03393-Y"
